title,Sentimen
"bantah petani milenial gimmick, ridwan kamil evaluasi butuh setahun",negatif
warga ikut bongkar paksa hibisc fantasy di puncak bogor,negatif
holding perkebunan sebar 108 ton minyak goreng curah rp 12.000kg,positif
blakblakan stafsus erick thohir soal kereta cepat bengkak,negatif
kasus baru bikin irt tipu warga modus masuk tnipolri sandang 2 status tersangka,negatif
tampang pria penikam kakek pedagang sayur hingga tewas di labuhanbatu,negatif
ptpn iv regional iii salurkan bantuan untuk korban banjir pekanbaru,positif
minyak makan merah dan masa depan hilirisasi kelapa sawit indonesia,netral
pria di tanah laut bunuh istri pakai pemotong sawit gegara cemburungomel,negatif
"holdingisasi, jurus pemerintah dorong bumn makin efisien",netral
bumd dki akan bangun pabrik minyak goreng di cilegon,positif
"kras hingga ptpn iii, ini direksi bumn tersangka kpk di 2019",negatif
"beredar bocoran draft perpres industri gula, petani mau swasembada atau monopoli",negatif
"restrukturisasi  direksi yang tepat, kunci atasi utang bumn",positif
ptpn iv dan polri berkolaborasi dorong budidaya jagung untuk ketahanan pangan di riau,positif
"umkm binaan bumn raih penjualan rp 5,7 miliar di inacraft 2025",positif
samsul tarigan dituntut penjara 2 tahun karena kuasai lahan ptpn di binjai,negatif
ujian berat psgc ciamis di babak 80 besar liga 3 nasional,netral
"dana talangan untuk tiga bumn ini dibatalkan dpr, diganti pmn",netral
8 rekomendasi wisata sejarah dan warisan budaya di surabaya,netral
2 proyek transportasi canggih kebanggaan jokowi yang diresmikan tahun ini,positif
hilang jabatan dirut berdikari gegara pistol meletus di bandara,negatif
"1 pelajar di serdang begadai tewas ditembak, begini kejadiannya",negatif
"biaya bangun kereta cepat jktbdg bengkak terus, kcic buka suara",negatif
sst ada investor tertarik beli 49 saham perusahaan gula ptpn,positif
"menteri erick bukabukaan soal merger bumn terbaru, ini bocorannya",netral
"ptpn iv hadirkan saksi ahli di persidangan, begini tanggapan kuasa hukum koppsam",netral
dirut ptpn xi surabaya sempat diperiksa kpk saat penggeledahan,negatif
"siapsiap importir susu nangis darah, wamentan akan lakukan ini",netral
"antisipasi dampak el nino, ini jurus ptpn jaga produksi kopi",positif
terkuak ini 3 masalah utama yang gerogoti dana pensiun,negatif
hukrim populer bantahan bahar bin smithaksi pemuda cabul rekam 8 siswi,negatif
"pln pasok listrik 9,3 mw untuk dukung operasional 2 pabrik kelapa sawit ptpn v",positif
"jadi tempat wisata baru, intip kemegahan rest area heritage",netral
"pabrik pengemasan teh retail ptpn iv produksi 1,2 juta kemasan per tahun",positif
"bbm diganti ke pertamax green 92, petani tebu bisa ikut cuan",positif
ramai soal nilai akuisisi rabobank  erick mau hapus bumn,negatif
hilirisasi sawit bakal naik level danantara buka peluang baru bagi ptpn,positif
petani lamongan sambat solar langkagabah murah ke erick thohir,negatif
jurus bumn ini bisa disontek buat geber peremajaan sawit petani,positif
warga ngamuk di kantor dprd enrekang karena jadwal rdp mulur hingga malam,negatif
bpk holding perkebunan bikin ptpn makin sakit,negatif
"kondisi terkini deni, pria garut yang nekat panjat sutet demi selfie",negatif
"ri bakal punya acuan harga cpo sendiri, holding perkebunan ungkap untungnya",positif
erick thohir ungkap cerita di balik layar soal merger pelindo,netral
sinyal keras ipo perusahaan bumn muncul di dpr,netral
"bersama markplus, pemkab musi luncurkan buku musi banyuasin 2030",positif
10 fakta terkini aksi show of force mayor dedi di polrestabes medan,netral
jembatan darurat dibangun buka isolir 6 kampung terimbas banjir di banyuwangi,positif
"top laba bumn migas, tambang, agribisnis dkk melompat 235",positif
kembalikan tanah adat pantai raja kampar riauptpn v berhenti rampas tanah rakyat,negatif
apa kabar aksi korporasi palmco ptpn iii ini kata erick,netral
"cadangan gula nasional capai 449 ton, harga di petani aman",netral
3 pria kepergok curi pipa besi ptpn 4 di simalungun,negatif
ini daftar 35 toko di medan agen minyak goreng curah rakyat,netral
erick thohir mau laporkan 2 dapen bumn ke kejagung bulan ini,netral
cara baru pengolahan daun teh pakai bahan bakar gas,positif
kemenko pangan proyeksi padi saat peremajaan sawit di siak,netral
"8 oleholeh khas jember, dari olahan tape hingga cerutu",netral
"sengketa lahan sawit koppsam vs. ptpn iv memanas, eks ketua koperasi dilaporkan ke polda riau",negatif
"surabaya punya 2 cagar budaya nasional baru, aktivis soroti yang hilang",netral
14 tempat wisata malang yang seru dan cocok untuk keluarga,netral
"pensiunan bumn di pekanbaru tewas dalam rumah, mobilbarang berharga raib",negatif
ri bisa jadi rujukan pembentukan harga acuan cpo dunia,positif
"erick thohir temukan harta karun ri, apa itu",netral
jenazah pembunuh mama muda di padalarang ditolak warga,negatif
makin panjang perseteruan gubsu edy vs walkot bobby,negatif
"holding perkebunan bayar utang rp 18 t, masih sisa rp 30 t",netral
empat anak usaha holding ptpn cetak laba,positif
zulhas segel 4 perusahaan terindikasi perusak lingkungan di bogor,positif
jampidum kejagung masih ada mafia tanah di kantor bpn,negatif
"viral kebun jagung dibabat anak bumn perkebunan, warga pasrah dan menangis",negatif
danantara diharapkan dorong hilirisasi sektor perkebunan,positif
"ptpn group di 20212024 raih laba rp 14,9 t",positif
"video genjot produksi gula lokal, ptpn minta impor gula ditahan",positif
"dalam kondisi berat, ptpn punya utang rp 48 t",negatif
dirut pertamina pak erick selalu handson,netral
"jokowi suntik kai rp 4,3 t, kebut proyek kereta cepat jktbdg",positif
ptpn v kembali kantongi sertifikasi rspo,positif
erick thohir pastikan phe  palmco melantai di bursa tahun ini,positif
"bumn dipangkas jadi 30, deretan perusahaan negara ini bakal merger",netral
4 kejanggalan pkpu antam yang diajukan budi said,negatif
jejak peninggalan belanda di kebun kopi bondowoso,netral
penyumbang laba bersih ptpn v berasal dari kelapa sawit,positif
"jurus id food kejar swasembada pangan, tanam 692 ha lahan dengan padisawit",positif
areal psr ptpn iv regional iii di siak diproyeksikan hasilkan 50 ton gabah,positif
juragan teh re kerkhoven manis kelola bisnis dan cinta yang tragis,netral
"alih fungsi lahan di puncak disorot gubernur jabar, pt jaswita angkat bicara",netral
mau cuan baca dulu nih info terupdate market,netral
aroma horor pabrik penghasil karet tjipetir sukabumi,netral
tambah panjang lokasi di bogor disegel buntut pemicu banjir jabodetabek,negatif
ptpn iii gandeng investor asing demi naikkan produksi gula,positif
3 area terbengkalai di jabar jadi buruan pehobi wisata horor,netral
"erick thohir mau bikin kopi ri naik kelas, petani makin mudah dapat modal",positif
"katanya ipo tahun ini, palmco belum serahkan dokumen ke bei",netral
ojk revisi aturan pasar modal hingga soal korupsi di bumn,negatif
"libatkan masyarakat medan, pegadaian angkut 1,6 ton sampah di sungai deli",positif
sepak terjang gpx rizaa di ranah esports free fire,netral
"2 tahun absen imbas pandemi, pameran kerajinan umkm ini muncul lagi",positif
"kota mati tommy soeharto di karawang, perumahan korban runtuhnya orba",netral
"ribuan peserta ikuti festival akuatik 2023, jadi babak kualifikasi pon 2024",positif
7 rekomendasi tempat wisata di malang untuk liburan seru akhir pekan,netral
samsul tarigan divonis 16 bulan penjara karena kuasai lahan ptpn di binjai,negatif
"harga tbs sawit di riau naik terus, pabrik ikut aturan main",positif
"ptpn salurkan 5,5 ton sembako ke korban banjir bandang luwu",positif
"dibina bumn, ridwan kamil proyeksikan bumdes di jabar naik kelas",netral
"sayang banget, wisata alam blitar ini tak terawat dan bau tak sedap",negatif
anak karyawan maling kelapa sawit diduga dilepaskan papam ptpn v tamora,negatif
kepala bpkp ungkap 2 dana pensiun bumn terindikasi fraud,negatif
"saham sektor energi menguat di tengah pandemi, intip fundamentalnya",positif
"holding perkebunan mau bentuk palmco, industri diramal moncer",positif
kejagung periksa eks bupati indragiri hulu di kasus pt duta palma,negatif
daftar lengkap 8 petinggi bumn yang mundur demi ikut kampanye capres,netral
"pemilik masuk daftar hitam, kejagung sita lahan pt duta palma",negatif
bagaimana rencana ipo palmco ini penjelasan dirut,netral
"ri bakal punya produk bbm baru, ini dia produsennya..",positif
"jember punya wisata kebun teh lho, sudah tahu",netral
dprerick thohir rapat bahas suntikan modal negara dan ipo bumn,netral
"aset holding bumn perkebunan luas banget, bagaimana biar nggak diserobot",positif
"ketuk swasta soal minyak goreng, erick thohir jangan jadi orang asing",netral
polisi buru pembunuh anggota geng motor di bandung barat,netral
"perhatian 38 bumn buka lowongan 898 pegawai, pendaftaran ditutup 7 desember",positif
"camping embun, cara banyuwangi urai masalah adminduk di hutanperkebunan",positif
"kcic minta konsesi kereta cepat jadi 80 tahun, kemenhub data belum lengkap",netral
pulihkan das desa batu gajah ptpn iv regional iii dikatakan siap bantu bibit,positif
"eksekusi lahan ptpn 7 di lampung sempat ricuh, 4 orang diamankan",negatif
tuntutan penjara 2 tahun untuk samsul tarigan,negatif
"manager kebun terantam diduga tutup mata, terkait oknum personil yang diduga melakukan penjualan tbs",negatif
jejak pembengkakan biaya kereta cepat dari 20162021 naik rp 34 triliun,negatif
"gentongan, air terjun asam namun eksotis di bondowoso",netral
"pensiunan ptpn v diduga dibunuh, banyak luka bekas benda tajam",negatif
bupati sukabumi soal aktivitas tambang jadi penyebab bencana,negatif
bos pertamina beberkan rencana ipo dua anak usaha,netral
dedi mulyadi turun langsung bongkar taman rekreasi milik bumd jabar,netral
ptpn iv regional iii kirim 4.000 metrik ton cpo rspo model identity preserved ke pasar global,positif
negara sudah gelontorkan rp 75 t ke para bumn di 2020,netral
"harga sawit di riau jatuh lagi, pekan ini rp 2.585kg",negatif
"bumn kebun bentuk palmco, pasokan minyak goreng dijamin aman",netral
bupati batu bara marah proyek parit mepet ke badan jalanbahayakan pengendara,negatif
awal mula deni ngonten di sutet hingga gosong tersengat listrik,negatif
"terungkap, jokowi marah ke ptpn soal lahan untuk perusahan as",negatif
kartika wirjoatmodjo blakblakan arah digitalisasi bumn,netral
"ri kebut peremajaan lahan sawit rp 5 t, 180 ribu ha di 2021",positif
"target produksi gula 1 juta ton, pt sgn ungkap strateginya",positif
"ri punya kebun kopi terluas, produktivitas kok tertinggal",negatif
"duduk bareng 2 menteri hingga kepala bapanas, petani tebu minta ini",netral
komeng minta tak ada pilih kasih tertibkan bangunan langgar aturan di puncak,negatif
"siapsiap ri bakal diserbu gula impor, bahaya",negatif
"harga migor terus turun, dmo dicabut bikin terbang lagi",positif
ptpn iv regional i tanam perdana program peremajaan sawit rakyat,positif
erick thohir merger angkasa pura 1  2 rampung februari 2024,netral
"diduga tutupi bobrok oknum karyawan, menejer kebun terantam bungkam saat dikonfirmasi oleh wartawan.",negatif
jabar hari ini bisnis hitam narkotika anak lilis karlina,negatif
polisi endus kejanggalan dari kasus mayat dengan luka gorok di garut,negatif
begini perkembangan penyelesaian kasus jiwasraya  asabri,netral
bumn pede target dividen tercapai berkat holdingisasi,positif
"bi di luar dugaan, investasi ke jabar kian deras",positif
laris manis ri jual teh ke malaysia rp 57 miliar,positif
ptpn iv regional iii kantongi rspo di seluruh wilayah operasionalnya,negatif
segarnya mandimandi di kolam mata air pemandian alam sejuk simalungun,netral
"sssst... ada industri sawit mau melantai di bursa, kepoin prospeknya",netral
4 orang terlibat kasus remaja tewas ditembak di sergai ditangkap,negatif
kejati sulteng usut dugaan korupsi pt ras morut caplok kawasan hgu ptpn xiv,negatif
"umbul brintik klaten, dikunjungi sultan hingga tamu luar negeri untuk terapi",netral
"sengketa kebun sawit ptpn iv regional 3 vs koppsam, fakta baru terungkap di pengadilan",netral
"pemkab bogor bakal tertibkan vila ilegal di puncak, terancam bisa ditutup",negatif
samsul tarigan didakwa rugikan negara rp 41 m gegara kuasai lahan ptpn,negatif
dlh bandung ungkap sejumlah penyebab meluapnya sungai ciwidey,negatif
"awas harga minyak goreng diramal bakal naik terus, ini penyebabnya",negatif
peran anak bumn ri bantu atasi dekarbonisasi industri sawit,positif
begini tampang supir yang habisi pensiunan ptpn v di pekanbaru,netral
"ptpn v distribusikan 28 ton migor curah murah di pekanbaru, hanya rp12.000 per kilogram",positif
97 kopi made in garut hingga toraja mejeng di pameran eropa,positif
"panen perdana program psr, mitra ptpn v",netral
djka kemenhub rampungkan sertifikasi 698 bidang tanah di sumut,positif
"menjelang perpanjangan hgu, pj bupati kampar minta ptpn v penuhi harapan masyarakat.",netral
"harga gula mulai terbang, stok mulai seret di pasar",negatif
"duh 32 proyek jokowi belum rampung, berpotensi mangkrak",negatif
sedih ini data banjir yang melanda sejumlah wilayah ri,netral
ptpn v tingkatkan kelestarian sungai,positif
"warga medan sambut kedatangan presiden jokowi, jalanan macet",netral
"menteri lh hibisc fantasy berada di tengah hulu ciliwung, sangat bahaya",negatif
erick thohir minta bumn gandeng swastapetani jangan semua diambil,netral
erick thohir beberkan jurus tekan impor bbm,positif
penampakan karet oblong yang tewaskan bocah di dekat pabrik tjipetir,negatif
brantas abipraya bantu warga jember terdampak covid19,positif
"holding bumn perkebunan dukung bersihbersih perusahaan, begini caranya",netral
"top holding bumn perkebunan cetak laba rp 5,5 t",positif
bumn perkebunan ini tembus aturan deforestasi eropa,positif
"produktivitas petani mitra psr ptpn v capai 29,23 tonha",positif
"ri mau geber industri sawit hingga gula, tenaga kerjanya siap",netral
"penghasil sawit terbesar, kapan ri bisa atur harga acuan cpo",netral
"hijaukan indonesia, taspen aktif di hari menanam pohon 2021",netral
"sempat jadi sorotan bpk, apa kabar kinerja bumn perkebunan",negatif
warga gelar demo beri dukungan moral rekan yang disidang di pn bondowoso,netral
"4 truk2 minibus kecelakaan beruntun di jambi, 2 rumah rusak",negatif
"terkait hgu dan tuntutan masyarakat ptpn v di tapung hulu, pemda kampar akan surati kementerian bumn.",negatif
jokowi suntik ratusan triliun untuk bumn  lembaga di 2022,positif
transformasi bawa produktivitas ptpn meroket,positif
bos palmco bukabukaan rencana peremajaan sawit hingga kembangkan ebt,positif
"umbul brintik klaten, umbul kesehatan favorit sultan dan dilirik investor",netral
"galian parit gajah ptpn iv regional iii kebun sei rokan, bocah 12 tahun tewas tenggelam",negatif
"erickara kumpulkan pengembang, bahas tanah buat bangun rumah",netral
ptpn iv palmco perluas program pengentasan stunting di 6 provinsi,positif
wamen bukabukaan soal proyek 13 bumn mangkrak,negatif
"ptpn iv regional v gelar tanam perdana jagung, sukseskan asta cita presiden prabowo  pontianak post",positif
warga luwu timur nginap di kebun sawit buntut sengketa lahan dengan ptpn,negatif
"usai rapat dengan mentan, erick thohir beri peringatan keras hal pupuk",netral
"masyarakat desa kasikan dan talang danto tolak perpanjangan hgu ptpn v, apa sebabnya",negatif
"siaga pemerintah tak punya cadangan 9 bahan pangan ini, beras aman",netral
"cuan holding bumn perkebunan kantongi laba bersih rp 6,02 t",positif
polda sumut bantu polres buru pelaku penembakan pelajar di sergai,negatif
"dukung green energy, pertamina bakal investasi rp 253,8 t",positif
"luhut pimpin komite kereta cepat jakartabandung, begini deretan tugasnya",netral
"dampak corona, garuda  krakatau steel siap disuntik rp 12 t",netral
holding bumn perkebunan di jambi target laba rp 50 miliar,positif
pt perkebunan nusantara iv ptpn iv regional iii menunjukkan komitmen dalam praktik perkebunan berkelanjutan,positif
"harga sawit di riau turun lagi, pekan ini rp 2.603kg",negatif
tragedi bus rombongan tk muat 92 orang masuk jurang rembangan jember,netral
"polisi sulit tangkap pembunuh pensiunan ptpn v, pelaku berpindahpindah",netral
kppu dorong kebijakan baru buat ciptakan persaingan sehat di industri gula,positif
"erick sebut 3 bumn punya utang tinggi ptpn, bumn karya  kai",negatif
jurus holding bumn perkebunan geber kinerja buat dongkrak ekonomi ri,positif
profil prof suharnomo rektor baru undip semarang,netral
menimbang waktu yang tepat bagi pabrik migor bumn melantai di bursa,netral
harga cpo riau naik ini daftarnya,positif
ptpn iv regional iii salurkan bantuan ratusan korban banjir di batu langkah,positif
mantap dheo wakili riau di kompetisi bola internasional di malaysia,positif
"polling jokowi minta kereta cepat dibangun pakai uang rakyat, setuju atau tidak",netral
aksi bumn dorong pengembangan infrastruktur hijau,positif
ceo lepas pesepakbola belia ssb ptpn v ke putaran nasional piala soeratin,positif
"bakal jadi raksasa gula ri, ini kebun gula milik sugar co",positif
terkuak sumber susu pendukung program makan gratis prabowo,netral
dpr soroti penyelewengan dapen bumnlonjakan harga beras,negatif
"kena kasus korupsi migor, dirjen daglu mau dicopot dari jabatan komisaris bumn",negatif
ptpn iv regional iii riau salurkan bantuan korban banjir di rokan hulu,positif
"naik tipis, harga sawit di riau pekan ini rp 2.805kg",positif
5 tempat angker di kediri yang menyimpan cerita mistis,netral
dpr panggil erick thohir bahas dana talangan hingga pmn 2020,netral
"langgar alih fungsi lahan di puncak, gubernur dedi segel 4 bangunan",negatif
"siapsiap, 4 bumn ini mau ipo kamu pilih mana",netral
"otomatisasi hilangkan 56 pekerjaan, begini kata erick thohir",netral
"kcic minta konsesi kereta cepat jadi 80 tahun, kemenhub belum memutuskan",netral
"terungkap luasan agrowisata di puncak melebihi batas, diduga sebabkan banjir",negatif
"mudik ke klaten, mengenang masa jaya pabrik karung goni delanggu",netral
busyro sindir aksi bagibagi jabatan komisaris di pemerintahan jokowi,negatif
"ipo palmco mundur, bos holding perkebunan target 2026",netral
bumn sebar 40 juta liter minyak goreng rp 14.000,positif
"temui pj bupati bogor, bey machmudin bahas penataan kawasan puncak",netral
"harga gula di sumut tembus rp 19 ribu per kg, begini tanggapan disperindag",negatif
desa tandun dapat bantuan satu ekor sapi kurban dari ptpn v regional iii sei tapung  ski nusantara post,positif
ar hasibuan tersangka di polrestabes medan ternyata sepupu mayor dedi,netral
pemkab bogor pastikan izin eiger adventure land di puncak bogor dari kemenhut,netral
"produksi  utilisasi dinaikkan, laba ptpn iii meroket 508",positif
penyebab perum karawang baru jadi kota mati tommy soeharto,netral
melihat kampung ilmu untuk pendidikan tanpa sekat gagasan imam prasodjo,netral
pabrik minyak makan merah yang diresmikan jokowi bisa produksi 7 tonhari,netral
ptpn iv regional iii meraih persentase trossen telling tertinggi di sub holding ptpn iv palmco,positif
pt perkebunan nusantara iv regional iii berikan dua unit kendaraan pengangkut sampah,positif
mau cuan perhatikan informasi terkini emiten berikut,netral
"nambah lagi, 7 dapen bumn bakal dilaporkan ke kejaksaan agung",negatif
"gegara kegagalannya bangun kebun sawit kkpa, ptpn v malah gugat petani koppsam kampar",negatif
"ramai poster erick thohir for presiden, stafsus kami nggak pernah bikin",negatif
"el nino nggak ngaruh, produksi holding pabrik gula bumn naik sepanjang 2023",negatif
penyebab banjir bandang di kalibaru banyuwangi alih fungsi lahan,negatif
"dasar bandel, bangun lagi, bangun lagi",negatif
"usai disegel, 4 tempat wisata puncak akan dibongkar buntut sebabkan banjir",negatif
sipir rutan pekanbaru tabrak polisi gegara takut ditangkap bawa sabu,negatif
"komitmen keberlanjutan, kebun terantam ptpn iv regional iii catat produksi optimal",positif
"jelaskan alasan kereta cepat didanai apbn, arya sinulingga jangan dipelintir",netral
dirut ptpn iii tersangka suap distribusi gula,negatif
"wamen holding bumn survei, pangan  pertahanan segera rilis",positif
pt perkebunan nusantara iv regional iii menunjukkan komitmen dalam praktik perkebunan berkelanjutan,positif
"bpk temukan 13 bumn terima pmn 10 t belum tuntas, ini kata stafsus erick",negatif
transformasi bumn sawit menuju industri sawit berkelanjutan,positif
inikah kota raksasa baru yang dilewati kereta cepat jktbdg,netral
"nekat tabrak polisi karena bawa sabu, sipir rutan pekanbaru terancam dipecat",negatif
"kembali tertinggi sepanjang sejarah, laba bersih ptpn v tembus 1,3 triliun rupiah",positif
plts sei mangkei bisa turunkan emisi karbon 1.300 tontahun,positif
kebun terantam ptpn iv regional iii capai produksi optimal dengan standar keberlanjutan,positif
mendag siapkan izin impor gula 200 ribu ton,netral
"program kompor listrik batal, proyek ini bisa gantikan lpg",netral
usul andre rosiade ke erick thohir demi pulihkan harga tbs sawit di sumbar,netral
"kereta cepat jktbdg sampai ke surabaya, siapa yang garap",netral
jurus m. abdul ghani dongkrak bisnis holding bumn perkebunan,positif
"ratusan benda mirip granat ditemukan di banyuwangi, jibom akan diterjunkan",netral
"10 wisata di pangalengan dan ciwidey, lengkap nih dengan harga tiketnya",netral
"amankan aset penting, holding bumn perkebunan gandeng polri",positif
aksi jerrypatrick walujo hingga rencana besar erick di kras,netral
"berproduksi, kebun sawit ptpn v di kawasan hutan konservasi jadi polemik warga batu gajah",negatif
"pensiunan ptpn v pekanbaru tewas mengenaskan, mobil dan barang berharga raib",negatif
garuda dalam status pkpu hingga isat bubarkan anak usaha,negatif
"sidang gugatan ptpn iv regional iii melawan koppsam, ada dua poin penting keterangan ahli perkuat posisi koperasi dan masyarakat",negatif
"bumn gula bikin jokowi jengkel, erick ungkap ada permainan",negatif
"dukung penggabungan bulog, buwas agar bumn tak saling tempur",netral
"batang makin seksi, investor yang masuk dapat lahan gratis",netral
alumni unri jabat sevp business support ptpn iv regional iii  riau pos,positif
post  gubernur riau bersama bupati rohul hadiri panen perdana sawit plasma ptpn v kud makarti jaya tandun,positif
7 fakta teror bom palsu bertepatan pembukaan tiiwg g20 di solo,negatif
festival kopi nusantara di bondowoso cari barista terbaik di indonesia,positif
"tingkatkan persaingan industri gula, kppu tempuh cara ini",positif
festival cokelat glenmore kuatkan banyuwangi penghasil cokelat terbaik dunia,positif
"2 pria curi mobil di binjai, modusnya pakai wanita minta tumpangan",negatif
ribuan buruh mau demo di surabaya lewat tol agar tak ganggu acara 1 abad nu,netral
"sukses bertransformasi, ptpn iii pangkas utang rp 8,5 triliun",positif
"geger erick ungkap indikasi korupsi baja, sawit, gula bumn",negatif
"palmco jadi raja dunia, welcome era minyak goreng murah",positif
longsor putus total akses ke kawasan ijen via bondowoso,negatif
erick bakal lapor 2 dapen bumn diduga korupsi ke kejagung pekan ini,negatif
"kejurda sprint rally sumut dibuka, ijeck tercepat di kelas m1 dan sc ffa",netral
gaspol kereta cepat jakartabandung bakal beroperasi 2023,positif
sentul city respons aksi marahmarah brigjen tumilaar soal lahan warga,netral
ptpn v serap 671.453 ton sawit petani riau,positif
"pensiunan ptpn v ditemukan tewas bersimbah darah, diduga dibunuh",negatif
profil dirut berdikari yang dicopot erick thohir buntut pistolnya meletus di bandara,netral
"bentuk palmco, bumn holding perkebunan perkuat peran di ekonomi nasional",positif
cara injourney dan ptpn ubah rugi jadi laba,positif
jalan panjang menuju lembah tengkorak yang tersembunyi di hutan,netral
"erick sebut ada korupsi laten, terus rencana ipo ptpn gimana",negatif
"china lockdown, harga tbs di riau tertekan",negatif
"minyak goreng langkamahal, bumn bisa apa",negatif
"erick thohir beberkan rencana garap rs internasional, gandeng mayo clinic",netral
"heboh tapera, ini daftar 4 mega korupsi dana kelolaan  kerugiannya",positif
pemkab setop pembangunan wisata yang sempat viral rusak kebun teh puncak,negatif
"10 rekomendasi pusat oleholeh banyuwangi, mulai camilankerajinan tangan",netral
kebijakan plinplan jokowi tax amnesty jilid iikereta cepat pakai apbn,negatif
"erick thohir tugaskan bumn tanam 111 ribu pohon, bisa dipanen warga",positif
populer kota mati tommy soeharto di karawang,netral
cerita babeh idin susuri sungai dari bogor ke jakut dengan getek gedebok,netral
bahagia ratusan petani mitra ptpn v pasca panen perdana program psr,positif
dirut ptpn iii bicara soal ancaman krisis gula di indonesia,positif
"video swasembada gula 2028, ptpn  genjot produksi jadi 8 tonhektar",positif
perusahaan sawit ramairamai investasi di sektor pendidikan,positif
konsesi kereta cepat jktbdg diminta jadi 80 tahun karena lama balik modal,netral
deretan bumn yang punya utang segunung,negatif
"lepas 49 persen saham, investor sugar co diumumkan awal tahun",netral
"harga tbs sawit di riau turun lagi, berikut rinciannya",negatif
"kpk akui panggil saksi kasus ptpn xi yang sudah meninggal, kok bisa",negatif
pemkot medan merdeka walk akan dipindahkan ke taman lili suheri,netral
"erick ingatkan bersihbersih dapen bumn bukan soal penjarakan oknum, tapi...",netral
"pemerintah akan atur hap gula, begini respons petani tebu sumut",netral
"video el nino masih menghantui, ini efeknya pada kopi ri",netral
"miris nasib warga ri berastelur mahal, harga gula pecah rekor lagi",negatif
"7 bumn keroyokan beri kado buat petani, erick thohir minta hal ini",netral
peternak lebah madu adukan hambatan budi daya ke ketua dpd ri,negatif
heboh warga temukan mayat kakek tergeletak di kebun sawit sergai,negatif
syah afandin bakal jadikan langkat lumbung pangan nasional,positif
"iranisrael konflik, harga gula diramal jadi segini",netral
"sukses transformasi, ptpn dulu rugi kini untung terus",positif
"masuk kabinet prabowo, segini harta maruarar  budiman sudjatmiko",netral
"produksi bbm bioetanol ditargetkan 700 ribu ton, ini caranya",netral
antisipasi depresiasi rupiah bagi ketahanan finansial bumn,netral
pj bupati bogor ingin pkl segera dipindah ke rest area gunung mas puncak,netral
holding bumn perkebunan fokus hilirisasi hingga produksi bbm ramah lingkungan,positif
"13 lembu milik warga asahan mati, diduga diracun",negatif
permintaan maaf remaja di riau yang caci maki jokowi,netral
dana kereta cepat jktbdg jadi ditombok apbn ini kata luhut,netral
"pendiri dapen ramairamai belum bayar rp3,61 t iuran pekerja",negatif
harga tbs sawit di riau turun jadi rp 2.702 per kg,negatif
"video oil palm marathon, pesan kelestarian industri sawit",positif
bos milenial bumn beradu konsep pengembangan digital.,netral
jabar hari ini kkn 10 tahun lalu antarkan kamil nikahi khansa,netral
ptpn fasilitasi pemprov sulsel 104 ribu ha lahan untuk tanam pisangnangka,positif
polri usut dugaan korupsi proyek pabrik gula assembagoes ptpn xi,netral
"palmco jadi raja dunia, era minyak goreng murah tiba",positif
"ditetapkan jadi tersangka, begini kronologi kasus budi said",positif
kadus sukorejo tewas tertabrakterseret mobil di depan rumdin bupati klaten,negatif
10 wisata malang tak boleh dilewatkan cocok habiskan libur akhir pekan,netral
"diduga jadi penyebab banjir, 4 tempat wisata di puncak bogor disegel",negatif
"sirah kencong dulu sejuk, kini tak terawat hingga mengeluarkan aroma busuk",negatif
"pelajar tewas usai 2 kali ditembak, luka di punggung dan dada",negatif
"erick thohir lepas ekspor kopi ke mesir, targetnya 3.000 ton",positif
"soal update dapen bermasaah, erick thohir kasih bocoran ini",netral
menikmati desa coklat di banyuwangi,netral
penyebab kakek pedagang sayur di labuhanbatu ditikam tetangga hingga tewas,negatif
eks bupati inhu dan surya darmadi tersangka korupsi lahan duta palma,negatif
"3 bandit di labuhanbatu ditangkap, rampas motor sambil todongkan pistol korek api",negatif
"sinergi bumn bukan cuma slogan, ini buktinya",positif
astaga erick sebut ada korupsi jumbo terselubung di ptpn,negatif
sinergi ptpn vpln perkuat proyek strategis nasional,positif
"ri mau komoditas teh rajai lagi pasar global, begini jurusnya",positif
"kapolres banjar hadiri penanaman perdana jagung di ptpn iv danau salak, dorong ketahanan pangan dan kesejahteraan petani",positif
ini daftar relawan hingga eks menteri jokowi yang jadi komisaris bumn,netral
pemadaman karhutla di 8 daerah sumsel pakai jalur daratudara,netral
"rest area heritage dikuasai 70 pelaku umkm, omzet sampai segini",netral
"palmco siapkan 35 ton sembako murah, harga diskon 50",positif
"kena sentil dedi mulyadi soal alih fungsi lahan, ini respons pt jaswita",negatif
"5 hari hilang, nenek 80 tahun ditemukan tewas di perkebunan tuntang",negatif
"jadi tokoh inovatif bidang pertanahan, menteri hadi geber program ptsl",positif
"5 wisata agro di jawa barat, sejuk banget gaes",netral
ptpn iv regional iii salurkan 4 ton sembako hingga alquran kepada korban banjir di pekanbaru,positif
"diduga preman halangi bangun jalan, sentul city buka suara",negatif
catat ada dua acara kuliner di banyuwangi untuk maret 2023,netral
inilah motif pembunuhan pensiunan ptpn v di pekanbaru,negatif
"bumn agresif holdingisasi  klasterisasi, ini manfaatnya",netral
"erick thohir kumpulkan bosbos bumn, titip pesan ini",netral
ptpn group target bangun 29 fasilitas ebt baru di pabrik sawit,positif
"id food mau tambah lahan tebu 70.000 ha, lokasinya di sini",netral
8 kendaraan terlibat kecelakaan beruntun yang tewaskan 2 orang di subang,negatif
