title,sentimen
"Bupati Batang Ibaratkan Mudahnya Izin: Datang Bawa KTP, Pulang Bawa Motor",Negatif
"4 Truk-2 Minibus Kecelakaan Beruntun di Jambi, 2 Rumah Rusak",Netral
Sentul City Respons Aksi Marah-marah Brigjen Tumilaar soal Lahan Warga,Positif
Sederet Wisata dan Karnaval yang Jadi Daya Tarik Jember,Positif
Ada Kisah Menyeramkan di Balik Pembangunan Rumah Peninggalan Meneer Belanda,Netral
Pj Gubernur Sulsel Minta BPN Urus Aset Tanah Warga Terdampak Banjir-Longsor,Negatif
"Dear Mahasiswa Unimed, Lakukan Hal Ini Jika Mau Dapat Beasiswa",Positif
Rapim TNI AD Bahas Pesan Prabowo soal Ketahanan Pangan-Batalion Kesehatan,Positif
Pembangunan Huntap Penyintas Pergerakan Tanah Sukabumi Disetop,Netral
"Jaksa Tuntut Samsul Tarigan 2 Tahun Penjara, Perintahkan Segera Ditahan",Negatif
Polisi Ungkap 1 Hektare Ladang Ganja di Perbukitan Bandung,Negatif
Bey Prioritas Keselamatan Warga Terdampak Bencana di Sukabumi,Negatif
Erick Thohir Ungkap Rahasia Krakatau Steel Untung Rp 1 T,Netral
Bupati Sukabumi soal Aktivitas Tambang Jadi Penyebab Bencana,Negatif
Polisi Ungkap Sopir Pukul Kepala Pensiunan PTPN V hingga Tewas Pakai Asbak,Negatif
"Protes Jalan Rusak, Warga Labuhanbatu Tanam 1.000 Pohon",Negatif
"Terungkap! Luasan Agrowisata di Puncak Melebihi Batas, Diduga Sebabkan Banjir",Negatif
"Sukses Transformasi, PTPN Dulu Rugi Kini Untung Terus",Netral
Trik Belanda Tutupi Kerusakan Jalan di Cipetir Sukabumi,Negatif
Implementasi Cofiring PLTU Dinilai Tingkatkan Skala Ekonomi Biomassa,Positif
"Imbas Longsor, 2.194 Rumah di Bogor Direlokasi",Netral
Tim Satgas Pangan Sumut Minta PTPN II Lelang Gula Rp 11.200/kg,Negatif
Profil Dirut Berdikari yang Dicopot Erick Thohir Buntut Pistolnya Meletus di Bandara,Netral
"Produksi Gula RI Ditargetkan 2,7 Juta Ton di 2025, Tertinggi Sepanjang Sejarah",Positif
"Targetkan Kenaikan Bongkar Muat, Pelindo I Keluarkan Jurus Ini",Negatif
Kejati Sulteng Usut Dugaan Korupsi PT RAS Morut Caplok Kawasan HGU PTPN XIV,Negatif
"Pemerintah Guyur BUMN Rp 75 T Sepanjang 2020, Ini Rinciannya",Netral
"BUMN Penghasilan Rp 50 M ke Bawah Mau Dijual, Arya Sinulingga: Banyak!",Positif
"Walkot Semarang Imbau Warga Tak Beli Bahan Pokok Berlebih, Ini Alasannya",Negatif
"RI Targetkan Swasembada Gula di 2025, BUMN Bisa Apa?",Netral
"Ada BUMN 'Nakal' Lelang Gula di Atas HET, Bakal Kena Sanksi?",Negatif
Penangkapan Spesialis Curanmor di Lampung Diwarnai Baku Tembak,Negatif
Bupati Ipuk Optimalisasi Layanan Publik Saat Ngantor di Desa Ujung Selatan,Negatif
"Yuk Menikmati Suasana Desa 'Coklat' di Banyuwangi, Suejuk Masszzeh!",Positif
Wamen BUMN Resmikan 3 Pembangkit Tenaga Biogas di Riau,Positif
"Nambah Lagi, 7 Dapen BUMN Bakal Dilaporkan ke Kejaksaan Agung",Positif
"Mau Geser Impor BBM, Erick Thohir Genjot Produksi Etanol",Netral
Kabar Baik! Harga Sawit di Riau Pekan Ini Tembus Rp 2.552/Kg,Positif
KPK Panggil Eks GM Pabrik terkait Kasus Pengadaan Mesin Giling Tebu PTPN XI,Negatif
Duh! Deni Luka Bakar 80 Persen Akibat Panjat SUTET demi Konten,Negatif
Sub Holding BUMN Sawit Bakal Genjot Hilirisasi Minyak Goreng,Positif
Polda Jambi Geledah Kantor PTPN VI Jambi Usut Dugaan Korupsi Mark Up,Negatif
Lokasi Temuan 206 Granat Tangan Aktif di Banyuwangi Bekas Basecamp Belanda,Positif
"Pemerintah Akan Bentuk Satuan Pelayanan Gizi, Anggaran Rp 11 Miliar",Positif
"Erick Ungkap Dana Pensiun BUMN Bikin Kerugian Negara Rp 300 M, Ini 5 Faktanya",Negatif
Populer: Kota Mati Tommy Soeharto di Karawang,Netral
Konsesi Kereta Cepat JKT-BDG Diminta Jadi 80 Tahun karena Lama Balik Modal?,Negatif
Lahan Warpat Puncak Bakal Disulap Jadi Anjungan Pandang,Positif
SPBUN Tegaskan Tak Ada Sengketa Lahan Antara Warga dan PTPN,Netral
"Kejar Target Swasembada Gula 2025, PTPN Perluas Lahan Tanam Tebu",Netral
Sekdes soal Ibu Ngaku Curi Sawit untuk Beli Beras: Dia Punya 2 Motor,Negatif
8 Rekomendasi Wisata Sejarah dan Warisan Budaya di Surabaya,Netral
"Banjir Bandang Terjang Puncak, Agro Wisata Gunung Mas Tutup Sementara",Negatif
Jampidum Kejagung: Masih Ada Mafia Tanah di Kantor BPN!,Negatif
"Remaja di Riau Viral Hina Jokowi, Ditangkap Lalu Kena Wajib Lapor",Negatif
Begini Kondisi Suram PTPN Sebelum 'Diutak-atik' Erick Thohir,Negatif
"Erick Thohir Mau Bikin Klaster Pangan, Apa Maksudnya?",Netral
Penataan Bekas Lapak PKL di Puncak: Dibangun Pedestarian Hingga Anjungan Pandang,Positif
HRS Merasa Dibungkam Saat Sengketa Markaz Syariah Dibawa ke Polisi,Netral
"Sawit Laris Manis, Holding Perkebunan Cuan Rp 3,8 Triliun",Negatif
"KM Kelud yang Bawa ABK PDP Corona Tiba di Medan, 35 Penumpang Dikarantina",Netral
"Sengketa Lahan PTPN vs Markaz Syariah, Ekspor Benur Minta Disetop",Netral
"Temui Warga Onggoboyo, Mas Dhito Janji Hadirkan Akses Jalan-Air Bersih",Positif
"Mau Digabungkan dengan Bulog dan RNI, Bos PTPN Setuju?",Netral
Pabrik Migor Berkapasitas 2.500 Ton/Hari Dibangun di KEK Sei Mangkei,Netral
Pj Gubernur Sulsel Minta Penyuluh Petani Cari Lahan 2 Ha untuk Tanam Pisang,Negatif
"PTPN Somasi Markaz Syariah, FPI: Siap Lepas Lahan, Silakan Ganti Rugi",Negatif
Samsul Tarigan Tak Ditahan di Kasus Penguasaan Lahan yang Rugikan PTPN Rp 41 M,Netral
"Dividen BUMN ke Negara Terkumpul Rp 35,5 T, Pertamina Belum Setor",Netral
Ketika Menko Mahfud Wacanakan 'Ponpes Bersama' Markaz Syariah,Negatif
"Petani Keluhkan Harga Pupuk Naik, Jokowi Sebut Gara-gara Perang",Netral
KPK Tetapkan Eks Direktur PTPN XI Jadi Tersangka Korupsi Mesin Giling Tebu,Negatif
Kejati Kalbar Tahan 5 Tersangka Korupsi Penanaman Kelapa Sawit di PTPN XIII,Negatif
BI Dorong Pemprov Jabar Terus Kawal Komitmen Investor di WJIS 2020,Positif
Ranca Upas Dibuka Lagi untuk Wisatawan,Netral
"Pembelian Lahan dari Petani Disebut Salah, Ini Kata Markaz Syariah",Negatif
"Kebut Target Swasembada Gula, Sugar Co Gandeng Swasta Sudah Tepat?",Netral
"Mau Fokus Bisnis, BUMN Pangan Lanjut Jualan Kondom Meong?",Positif
"Pensiunan TNI Dibacok di Areal Perkebunan di Siantar, Pelaku Ditangkap",Negatif
Gubsu Edy: Aku Nggak Peduli Bobby Siapa!,Netral
"Diluncurkan Bulan Ini, BBM Bioetanol Berbasis Tebu Lolos Uji Coba 500 Km/Hari",Netral
Kambing-kambing Warga Bondowoso Kembali Ditemukan Mati Misterius,Positif
Erick Bongkar Penyelewengan Dapen BUMN Rp 300 M: Dirampok Oknum Biadab!,Negatif
"Waspada, 7 Wilayah di Kabupaten Blitar Rawan Bencana!",Negatif
"Beredar Bocoran Draft Perpres Industri Gula, Petani: Mau Swasembada atau Monopoli?",Positif
Masyarakat Tak Boleh Kuasai Lahan PTPN Tanpa Restu Menteri BUMN,Positif
"5 Hari Hilang, Nenek 80 Tahun Ditemukan Tewas di Perkebunan Tuntang",Netral
"7 Dapen BUMN 'Sakit' Lagi Diaudit, Kelar Awal 2024",Netral
Jurus PTPN di Gunung Mas Bisa Jadi Contoh Penanggulangan Sengketa Lahan,Positif
"Kereta Cepat Jakarta-Bandung Punya 4 Stasiun, Ini Daftarnya",Negatif
Bos PTPN Sebut Subholding Palm dan Supporting Terbentuk 2 Pekan Lagi,Positif
"Laporan PTPN VIII, Polda Jabar: Ada SHGU Dikuasai Pihak Lain",Positif
"Biar Nggak Disomasi Seperti Markaz Syariah, Pahami Aturan Garap Lahan HGU",Netral
"Pemerintah Akan Atur HAP Gula, Begini Respons Petani Tebu Sumut",Positif
"Jadi Ujung Tombak Pemerintah Tekan Polusi, BUMN Siap?",Negatif
"Sepekan Dirawat, Gajah Sakit Bagian Mulut di Aceh Timur Mati",Negatif
Jabar Hari Ini: Kasus Positif dan Kematian Melonjak-29 LP Lahan Megamendung,Positif
Bongkar Silu Ekonomi RI hingga Balada Proyek Kereta Cepat,Negatif
KPK Cegah 5 Orang ke Luar Negeri Terkait Korupsi Lahan Tebu,Netral
Respons Menteri Hadi soal Mahfud Temukan Mafia Tanah di Deli Serdang,Positif
"Harimau Berkeliaran di Siak, BBKSDA Riau Pasang Perangkap dan Kamera",Positif
Sepak Terjang GPX Rizaa di Ranah Esports Free Fire,Negatif
3 Gudang Tembakau di Jember Ludes Terbakar,Negatif
"Balik Modal Ditarget 38 Tahun, KCIC Minta Konsesi Kereta Cepat 80 Tahun",Negatif
BPN: Penguasaan Tanah oleh PTPN Tak Ada Hubungan dengan HGU,Positif
PTPN Bakal Tindak Tegas Pimpinan Perseroan yang Terbukti Korupsi,Negatif
Mengkhawatirkannya Komoditas Karet di Jabar,Positif
Ini Kesimpulan Polisi Penyebab Ledakan di Pabrik Bioetanol Mojokerto,Netral
"PTPN Somasi Markaz Syariah, Ini Respons Komisi II DPR",Positif
"Disinggung DPR Saat Raker dengan Kapolri, Ini Kata Sentul City",Netral
Pemotor Ibu-Anak Tewas Ditabrak Truk Saat Hendak Putar Balik,Negatif
Fakta Holding PTPN: Transformasi Menyeluruh Berhasil Tingkatkan Kinerja Perseroan,Positif
Bahtiar Jadikan Bone Pusat Persemaian Bibit Pisang Kapasitas 40.000 di Sulsel,Positif
Klaim Pj Gubernur Sulsel Budi Daya Pisang akan Serap 400.000 Tenaga Kerja,Positif
"Kereta Cepat JKT-BDG: Studi Awal Jepang Malah Digarap China, Eh Biaya Bengkak",Negatif
"Di Tengah Pandemi, Banyuwangi Ekspor 600 Ton Kopi ke Eropa",Negatif
Langkah Erick Thohir Pangkas Direksi PTPN Sempat Bikin Ribut,Netral
"Harga BBM Naik, Erick Thohir Minta Direksi Pertamina Siaga 3 Hari!",Netral
Pegiat Lingkungan Ungkap Penyebab Banjir di Lembang Bandung Barat,Negatif
PalmCo Bisa Jadi 'Senjata Ampuh' Jaga Pasokan Minyak Goreng?,Netral
"Beda dengan RI, Malaysia Setop Proyek Kereta Cepat Saat Biayanya Bengkak",Negatif
BUMN Dapat Tambahan Dana Talangan Hingga Rp 10 T,Positif
Kasus Baru Bikin IRT Tipu Warga Modus Masuk TNI/Polri Sandang 2 Status Tersangka,Negatif
Penyebab Kakek Pedagang Sayur di Labuhanbatu Ditikam Tetangga hingga Tewas,Positif
"PTPN Bangun 3 Pembangkit Biogas, Kejar Target Pengurangan Emisi 29%",Negatif
"Kematian COVID-19 di Jatim Lebih 300 per Hari, Satgas: Varian Delta Ganas",Negatif
"Target Produksi Gula 1 Juta Ton, PT SGN Ungkap Strateginya",Positif
"Disebut Botak, Ini Kata Polisi yang Viral Ambil Bendera Merah Putih di Selokan",Negatif
RI Maksimalkan Peran BUMN Geber Swasembada Gula hingga Energi,Positif
"Dipinjami Lahan oleh PTPN VIII, Pemkab Bandung Bangun RSUD-Puskesmas",Negatif
Menyusuri 'Kota Mati Tommy Soeharto' di Karawang,Negatif
"Gandeng Jepang, Holding Perkebunan Bikin Pabrik Bahan Bakar dari Limbah Sawit",Negatif
"Setelah 4,5 Jam, Bertemu Emak-emak Pemburu Tempat Viral di Rumah Surga Cianjur",Positif
Bos PTPN III Targetkan Swasembada Gula Konsumsi di 2028,Positif
Kebakaran Kebun Tebu di Mojokerto Tewaskan Seorang Petani,Negatif
PTPN XII Bantah Banjir Bandang Kalibaru Disebabkan Alih Fungsi Lahan,Negatif
Sejarah Bekas Balai Penelitian Tembakau Deli Jadi Kantor Gubernur Sumut,Negatif
Patung Soekarno Setinggi 100 Meter Bakal Mejeng di KBB,Negatif
"Duduk Bareng 2 Menteri hingga Kepala Bapanas, Petani Tebu Minta Ini",Netral
3 Fakta 'Kota Mati Tommy Soeharto' di Karawang,Negatif
"Petani Maiwa Tolak Perkebunan Sawit di Enrekang, Demo Kantor ATR/BPN-DPRD",Negatif
"Banjir Bandang di Puncak, Pemkab Bogor Minta BIG Cek Konstruksi Tanah",Negatif
"Dorong Transisi Energi, Pertamina Bangun PLTS Atap di 63 SPBU",Positif
Penjelasan PTPN VIII Soal Kebun Ganja di Lahannya,Negatif
"Obok-obok Sejumlah Ruangan, KPK Periksa Dirut PTPN XI Surabaya",Negatif
Permukiman Terdampak Banjir Bandang di Bandung Bakal Direlokasi,Negatif
Duduk Perkara 4 Petani Garut Diadili gegara Babat Pohon Versi Jaksa,Negatif
"Tekan Impor Gula, Kementan Dukung Revitalisasi Tebu di Jatim",Positif
Erick Thohir Bakal Sikat Pegawai Nakal di BUMN Pangan,Netral
"Galian Tanah Bikin Kotor Jalan, Dedi Mulyadi Ngamuk Ancam Palangkan Mobil",Negatif
"Dipangkas Erick Thohir, Puluhan Jabatan Direksi PTPN Hilang!",Negatif
Kejari Simalungun Hentikan Penuntutan 5 Tersangka Pencurian Kelapa Sawit,Negatif
Tempat Peristirahatan Terakhir Bosscha yang Masih Terjaga,Negatif
"5 Wisata Agro di Jawa Barat, Sejuk Banget Gaes!",Positif
"BUMN Diguyur Rp 57 T, Bagaimana Pengawasannya?",Netral
DPR-Erick Thohir Rapat Bahas Suntikan Modal Negara dan IPO BUMN,Positif
"Harga Sawit Riau Naik Lagi, Pekan Ini Rp 2.889/Kg",Positif
Pencari Madu di Banyuwangi Tewas Tersengat Tawon dan Jatuh dari Pohon,Negatif
Pria di Tanah Laut Bunuh Istri Pakai Pemotong Sawit gegara Cemburu-Ngomel,Negatif
"Daftar 15 Cagar Budaya Nasional 2022, Ada Gedung Bank Indonesia",Netral
"Vonis Disunat Jadi 4 Tahun, Eks Dirut PTPN III Jalani Pidana di LP Sukamiskin",Negatif
Petani Lamongan Sambat Solar Langka-Gabah Murah ke Erick Thohir,Negatif
Komeng Minta Tak Ada Pilih Kasih Tertibkan Bangunan Langgar Aturan di Puncak,Negatif
"China Lockdown, Harga TBS di Riau Tertekan",Positif
"Erick Thohir: Banyak Perusahaan Kontrol Bibit Sawit, BUMN Sebar Buat Petani",Netral
Perjalanan Kereta Cepat: 'Ditikung' China Hingga Biaya Proyek Bengkak,Negatif
"Anak Usaha BUMN Bakal Jadi Pengelola Perkebunan Terbesar, Begini Kesiapannya",Negatif
"8 Oleh-oleh Khas Jember, dari Olahan Tape hingga Cerutu",Positif
"Surabaya Punya 2 Cagar Budaya Nasional Baru, Aktivis Soroti 'yang Hilang'",Netral
"Ada Temuan 2 Dapen Terindikasi Fraud, Wamen BUMN Ungkap Modusnya",Netral
Polri Jelaskan Program Rekrut Bintara Pertanian Dukung Ketahanan Pangan,Positif
Polisi Endus Kejanggalan dari Kasus Mayat dengan Luka Gorok di Garut,Negatif
"Erick Thohir Temukan 'Harta Karun' RI, Apa Itu?",Positif
Jenazah Pembunuh Mama Muda di Padalarang Ditolak Warga!,Negatif
Penampakan Nonik Bergaun Eropa-Pesta di Rumah Peninggalan Meneer,Positif
KPK Tetapkan 3 Tersangka Korupsi Pembelian Lahan PTPN XI Rugikan Rp 30 M,Negatif
PSMS Menang 3-0 dari PS PTPN III di Laga Uji Coba Jelang Liga 2,Positif
"Erick Thohir: Banyak Dana Pensiun Jadi Tempat Korupsi, Tagihan Tak Terbayar",Negatif
Menikmati Desa Coklat di Banyuwangi,Positif
Revitalisasi Industri Gula Targetkan Swasembada untuk Konsumsi 2028,Netral
Warga Luwu Timur Nginap di Kebun Sawit Buntut Sengketa Lahan dengan PTPN,Netral
Ini Analisis PVMBG soal Penyebab Banjir Bandang di Gunung Mas Bogor,Netral
"Masalah Sepele, Sekuriti PTPN di Batanghari Tewas Ditikam Teman Kerja",Positif
Strategi Putri Karlina Maksimalkan Potensi Akar Wangi Garut,Positif
"Luhut Rapat Bahas Pariwisata Borobudur, Apa Hasilnya?",Positif
PTPN VIII Sudah Kirim Somasi ke Pihak Penguasa Lahan di Megamendung,Positif
"Dampak Karhutla di Kabupaten OKI, KLHK Segel Lahan Sawit Milik PT SA",Netral
"5 Wisata Alam Pangalengan Bandung, Cocok untuk Liburan Keluarga",Netral
PB PASI Bakal Punya Stadion Atletik Baru,Netral
"Sejarah Panjang Kopi Bondowoso, Mulai Tanam Paksa hingga Tuai Reputasi",Netral
"Warga Masjid Minta Lahan untuk Makam, Gubsu Edy Telepon Direktur PTPN",Positif
Surharnomo Resmi Jabat Rektor Undip Periode 2024-2029,Netral
Dilihat-dilihat! Ini 7 Produk BUMN Paling Top Pekan Ini,Positif
Polda Jambi Jelaskan Duduk Perkara Pemeriksaan Dahlan Iskan,Negatif
"Qatar Mau Bangun 1 Juta Rumah di RI, Ini Lokasinya",Positif
Kisah-kisah Mistis Pabrik Karet Tjipetir di Sukabumi,Netral
"Penantian 26 Tahun, Sengketa Tanah Kebun Kalibakar Malang Berakhir Damai",Negatif
"Curi 3 Tandan Sawit, Ibu di Rohul Riau Divonis Bersalah",Negatif
3 Area Terbengkalai di Jabar: Jadi Buruan Pehobi Wisata Horor,Netral
"Jelang Ramadan, Stok Daging hingga Gula di Sulsel Kian Menipis",Netral
DPR Panggil Bos-bos BUMN Bahas Suntikan Modal hingga Utang,Negatif
"Libatkan Masyarakat Medan, Pegadaian Angkut 1,6 Ton Sampah di Sungai Deli",Negatif
Pesona Curug Cikondang yang Digadang-gadang Niagara dari Cianjur,Netral
"2 Tahun Absen Imbas Pandemi, Pameran Kerajinan UMKM Ini Muncul Lagi",Negatif
AR Hasibuan Tersangka di Polrestabes Medan Ternyata Sepupu Mayor Dedi,Netral
Pelukan Pria Tanah Laut ke Jasad Istri yang Ia Bunuh Pakai Pemotong Sawit,Negatif
"Jadi Dewan Pakar TKN Prabowo-Gibran, Budiman Sudjatmiko Mundur dari Komisaris BUMN",Negatif
Pemprov Dukung PTPN IV Regional III Wujudkan Swasembada Pangan Energi di Riau,Positif
"Harga TBS Sawit di Riau Naik Terus, Pabrik Ikut Aturan Main",Positif
Samsul Tarigan Didakwa Rugikan Negara Rp 41 M gegara Kuasai Lahan PTPN,Netral
"Dibina BUMN, Ridwan Kamil Proyeksikan BUMDes di Jabar Naik Kelas",Positif
"Sayang Banget, Wisata Alam Blitar Ini Tak Terawat dan Bau Tak Sedap",Positif
Mahfud Md Bicara Kemungkinan Markaz Syariah Diusulkan Jadi Ponpes Bersama,Netral
"Umbul Brintik Klaten, Umbul Kesehatan Favorit Sultan dan Dilirik Investor",Netral
Duduk Perkara Gubsu Edy Vs Bobby soal Karantina WNI dari Luar Negeri,Negatif
RI Bakal Diguyur Gula Impor 215.000 Ton,Netral
"Begini Kondisi Taman Lili Suheri, Tempat Relokasi Merdeka Walk",Positif
"Setelah Batang, Jokowi Mau Bangun Kawasan Industri di Subang",Negatif
Bagaimana Rencana IPO PalmCo? Ini Penjelasan Dirut,Netral
Ini Jurus Pemerintah Tangkal Ramalan Krisis Pangan FAO,Negatif
"Jember Punya Wisata Kebun Teh lho, Sudah Tahu?",Netral
Pria Ini Gosong Tersengat Listrik Usai Panjat Sutet demi Ngonten,Netral
Janji Erick Thohir Sikat Habis Mafia Pupuk,Negatif
Warga Cianjur Serbu Operasi Pasar Minyak Goreng BUMN,Positif
"BUMN Perkebunan Geber Swasembada Gula, Begini Jurusnya",Negatif
Mendikbud Tetapkan 2 Benda-3 Bangunan di Jatim Jadi Cagar Budaya Nasional,Netral
"Camping Embun, Cara Banyuwangi Urai Masalah Adminduk di Hutan-Perkebunan",Negatif
Naik Drastis! Harga Sawit di Riau Pekan Ini Rp 2.865/Kg,Positif
"Habib Rizieq Singgung Lahan PTPN Telantar, Bagaimana Status HGU-nya?",Negatif
"Divonis 16 Bulan Penjara soal Kuasai Lahan PTPN di Binjai, Samsul Tarigan Banding",Netral
"Bikin Pabrik di Surabaya, BUMN Ini Jadi Produsen Minyak Goreng Terbesar RI",Netral
"7 BUMN Keroyokan Beri 'Kado' Buat Petani, Erick Thohir Minta Hal Ini",Positif
Busyro Sindir Aksi Bagi-bagi Jabatan Komisaris di Pemerintahan Jokowi,Negatif
Andre Rosiade Apresiasi Erick Tuntaskan Restrukturisasi Kredit PTPN,Positif
Pabrik Sawit di Riau Gandeng BRIN Riset Biogas Kombinasi Limbah Sawit Perdana,Netral
1 Keluarga Korban Banjir Bandang Puncak Masih Bertahan di Pengungsian,Negatif
"Mau Dijual, BUMN Apa Sih yang Punya Penghasilan di Bawah Rp 50 Miliar?",Positif
Karyawan PTPN V Jadi Tersangka Karhutla di Riau,Positif
Laporan Warga Sumut terhadap Gubsu Edy Diterima KPK Sejak 13 Februari,Positif
"KCIC Minta Konsesi Jadi 80 Tahun, Menhub: Bisa, Tapi ...",Netral
Rizky Tewas dalam Laka 'Adu Kambing' dengan Mobil Double Cabin di Jambi,Negatif
Stafsus Erick Thohir Ungkap Nama Komisaris BUMN yang Mundur Ikut Timses Capres,Netral
Teten Masduki: BUMN yang Serap Produk UMKM Masih Kecil,Positif
"PTPN V Catat Laba Rp 1,3 T, Tumbuh 312 Persen di Tengah Pendemi",Positif
Pertamina-PTPN Kerja Sama Produksi Energi Biometan Pakai Limbah Sawit,Positif
"Jokowi Kunker ke Jatim, Kunjungi Pabrik dan Lahan PTPN X di Mojokerto",Netral
"27 Wisata Lampung, Ada Pulau yang Belum Berpenghuni!",Netral
Pahala Mansury Mau Hapus Anggapan BUMN Kuasai Banyak Proyek,Netral
7 Anggota Geng Motor Latihan Fisik di Deli Serdang Jadi Tersangka,Negatif
"PalmCo Mau Tekan Emisi hingga 40%, Begini Caranya",Netral
Pemkab Bogor Pastikan Izin Eiger Adventure Land di Puncak Bogor dari Kemenhut,Negatif
"Banjir Bandang di Gunung Mas Puncak, BPBD Jabar: Nihil Korban Jiwa",Negatif
"Jalan-jalan di Serpong, Tapak Tilas Sejarah Tangsel",Netral
"Naik Tipis, Harga Sawit di Riau Pekan Ini Rp 2.805/Kg",Positif
"Usut Dugaan Kongkalikong Harga Gula, KPPU Cek Data ke BUMN",Negatif
"Majikan Malaysia Siksa PMI Selama 13 Bulan, BP2MI Anggap Penghinaan Bagi RI",Negatif
Ini Kriteria BUMN yang Bakal Dihapus Erick Thohir,Negatif
Laris Manis! RI Jual Teh ke Malaysia Rp 57 Miliar,Positif
Erick Beri Kisi-kisi Soal Dugaan Korupsi di PTPN dan Krakatau Steel,Negatif
Segarnya Mandi-mandi di Kolam Mata Air Pemandian Alam Sejuk Simalungun,Negatif
Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN,Negatif
4 Orang Terlibat Kasus Remaja Tewas Ditembak di Sergai Ditangkap,Negatif
Sah! Eks CEO PTPN V Riau Ditunjuk Jadi Dirut PalmCo,Negatif
"BPK Temukan 13 BUMN Terima PMN 10 T Belum Tuntas, Ini Kata Stafsus Erick",Positif
DPRD-Aktivis Soroti 12 Petani di Sukabumi yang Dipolisikan PTPN,Netral
Pj Gubernur Ajak Pelaku Produksi Wujudkan Jatim Swasembada Gula,Positif
IBC Gandeng PTPN-INKA Geber Penggunaan Baterai & Motor Listrik,Negatif
Blak-blakan Brigjen Tumilaar Marah ke Sentul City soal Lahan-Preman,Negatif
3 Pekerja Pabrik Bioetanol Mojokerto Tewas Saat Bersihkan Kolam Pengendapan,Netral
Profil Prof Suharnomo Rektor Baru Undip Semarang,Netral
"Erick Thohir Mau Konsolidasi 24 Rumah Sakit BUMN, Ini Daftarnya!",Positif
Segini Luas Lahan yang Diklaim PTPN 'Diserobot' Markaz Syariah Habib Rizieq,Netral
Mengenal Kopi Ijen yang Punya Cita Rasa Kacang-kacangan dan Cokelat,Netral
Tim Markaz Syariah Habib Rizieq Jawab Somasi PTPN VIII Senin Depan,Negatif
DJKA Kemenhub Rampungkan Sertifikasi 698 Bidang Tanah di Sumut,Positif
BUMN Perkebunan Cari Jurus Jitu Biar Nggak Dilibas Zaman,Negatif
Pemkab Lumajang Persiapkan Pencegahan Covid-19,Netral
"Tak Jadi Dana Talangan, KAI hingga Perumnas Dapat PMN",Positif
KPK Usut Dugaan Korupsi Pengadaan Six Roll Mill Pabrik Gula Djatiroto PTPN XI,Negatif
"Warga Medan Sambut Kedatangan Presiden Jokowi, Jalanan Macet",Positif
Jaksa Ungkap Dirut PT PPI Sempat Pertanyakan Impor Gula Era Tom Lembong,Netral
"Ikut Hari Menanam Pohon, TASPEN: Ikhtiar Jaga Kelestarian Lingkungan",Netral
Dua BUMN Keroyokan Bikin 'Kota Mandiri' di Sumut,Negatif
Penampakan Karet Oblong yang Tewaskan Bocah di Dekat Pabrik Tjipetir,Netral
2 Pria Ditangkap Usai Peras Manajer Perkebunan Rp 30 Juta di Sergai Sumut,Negatif
Holding BUMN Perkebunan di Jambi Target Laba Rp 50 Miliar,Netral
"Biaya Bangun Kereta Cepat JKT-BDG Bengkak Terus, KCIC Buka Suara",Negatif
BUMN Perkebunan Ini Tembus Aturan Deforestasi Eropa,Netral
Kerangka Manusia Ditemukan Cerai-berai di Kebun Pinus Pekalongan,Positif
"Ribuan Peserta Ikuti Festival Akuatik 2023, Jadi Babak Kualifikasi PON 2024",Netral
"Erick Thohir: Saya Angkat Direksi Muda Bukan buat Gaya-gayaan, tapi...",Negatif
BUMN 'Nakal' Bikin Harga Gula sampai Rp 17.000/Kg,Netral
"Mahfud Bedah Kasus Mafia Tanah PTPN II, Ungkap soal Pemalsuan Surat",Negatif
Karet Tjipetir Sukabumi: Diangkut Titanic hingga Gegerkan Eropa,Positif
"Pantas Sering Impor, Pabrik Gula RI Banyak yang 'Bangkotan'",Negatif
Erick Thohir Rombak Direksi Holding Perkebunan,Negatif
Transformasi Bawa Produktivitas PTPN Meroket,Netral
Bos PalmCo Buka-bukaan Rencana Peremajaan Sawit hingga Kembangkan EBT,Positif
Blak-blakan Bos Holding BUMN Perkebunan Geber Transformasi,Netral
"Tahap Awal, PTPN Jual 40.000 Ton Gula Langsung ke Ritel",Positif
"Pemandian Air Panas Ciwalini, Kehangatan di Kebun Teh yang Dingin",Negatif
"PTPN vs Markaz Syariah, Sandiaga Uno Ungkap Hasil Pertemuan",Positif
Sederet Bos BUMN di Pusaran Kasus Korupsi,Netral
PTPN I Regional 4 Buka Suara Terkait Bareskrim Usut Korupsi Rp 871 M,Netral
Cerita Warga di Perbatasan Saat Pencoblosan Pilbup Bandung 2020,Negatif
Penjelasan HRS soal Markaz Syariah yang Berujung Somasi Penyerahan Lahan,Negatif
Kronologi Ledakan Pabrik Bioetanol di Mojokerto,Negatif
"RI Mau Komoditas Teh Rajai (Lagi) Pasar Global, Begini Jurusnya",Positif
"Program 3 Juta Rumah Diusulkan Jadi PSN, Nusron Beberkan Alasannya",Positif
"Erick Thohir Beberkan Rencana Garap RS Internasional, Gandeng Mayo Clinic",Netral
"Harga Sawit Moncer, Holding BUMN Perkebunan Untung Rp 3,3 Triliun",Netral
"Buat yang Berani Saja, Menyusuri Jembatan Gantung Rengganis",Negatif
"Erick Thohir Bingung Sawit Swasta Untung, PTPN Malah Punya Utang Rp 47 T",Negatif
